gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,336,6144,2048,asm,3,1,16.4732,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,513.3,1056.25,0.0
gfx942,304,352,6144,2048,asm,2,1,16.5422,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,535.5,1065.71,0.0
gfx942,304,368,6144,2048,asm,2,1,16.41,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,564.35,1088.27,0.0
gfx942,304,384,6144,2048,asm,3,1,17.1227,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,564.38,1056.37,0.0
gfx942,304,400,6144,2048,asm,3,1,17.9352,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,561.26,1021.31,0.0
gfx942,304,416,6144,2048,asm,3,1,18.692,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,560.08,992.23,0.0
gfx942,304,432,6144,2048,asm,3,1,18.8624,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,576.37,995.42,0.0
gfx942,304,448,6144,2048,asm,3,1,19.5411,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,576.95,972.59,0.0
gfx942,304,464,6144,2048,asm,3,1,19.3144,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,604.57,995.88,0.0
gfx942,304,480,6144,2048,asm,3,1,19.7448,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,611.79,985.79,0.0
gfx942,304,496,6144,2048,asm,4,1,21.1918,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,589.01,929.3,0.0
gfx942,304,512,6144,2048,asm,4,1,21.2797,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,605.5,936.24,0.0
gfx942,304,588,6144,2048,asm,5,1,23.1162,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,640.14,908.99,0.0
gfx942,304,664,6144,2048,asm,5,1,24.8094,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,673.54,890.87,0.0
gfx942,304,768,6144,2048,asm,5,1,26.2362,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,736.67,899.25,0.0
gfx942,304,896,6144,2048,asm,3,1,34.1181,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,660.9,745.29,0.0
gfx942,304,1024,6144,2048,ck,14,0,37.1027,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,694.55,734.8,0.0
gfx942,304,2048,6144,2048,ck,13,0,68.3426,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,754.14,613.72,0.0
gfx942,304,3072,6144,2048,ck,13,0,90.4852,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,854.39,625.77,0.0
gfx942,304,4096,6144,2048,ck,14,0,119.7068,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,861.1,595.65,0.0
gfx942,304,8192,6144,2048,ck,14,0,223.25,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,923.44,582.41,0.0
gfx942,304,10240,6144,2048,ck,13,0,261.5277,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,985.36,609.43,0.0
gfx942,304,12288,6144,2048,ck,13,0,316.6733,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,976.52,596.02,0.0
gfx942,304,14336,6144,2048,ck,13,0,360.2214,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1001.54,605.47,0.0
gfx942,304,16384,6144,2048,ck,13,0,417.5979,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,987.35,592.59,0.0
gfx942,304,24576,6144,2048,ck,13,0,609.9311,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1014.01,598.27,0.0
gfx942,304,32768,6144,2048,ck,13,0,816.0733,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1010.49,591.06,0.0
gfx942,304,49152,6144,2048,ck,13,0,1197.5376,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1032.91,598.92,0.0
gfx942,304,65536,6144,2048,ck,13,0,1580.7799,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1043.33,602.3,0.0
gfx942,304,131072,6144,2048,ck,13,0,3186.5033,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1035.16,593.64,0.0
